name,degree,strength,community,outdegree
Mcquillan J,0,0,4,24
Watkins E,0,0,4,11
Wille K,0,0,4,28
Wretzel J,0,0,4,20
Neville R,0,0,4,8
Demichiel Y,0,0,4,18
Tyler C,0,0,4,32
Callanan J,0,0,4,22
Lacey J,0,0,4,17
Bratu H,0,0,4,25
Lushch U,0,0,4,13
Gosetti,0,0,4,38
Salter M,0,0,4,12
Sarkela A,0,0,4,11
Jamros D,0,0,4,9
Kittler F,0,0,4,8
Accetti C,0,0,4,17
Borren M,0,0,4,22
Canivez P,0,0,4,23
Copilas E,0,0,4,25
Failla M,0,0,4,21
Hrnjez S,0,0,4,13
Skillen A,0,0,4,24
Todariya S,0,0,4,9
Wilford P,0,0,4,30
Glinka H,0,0,4,18
Peters J,0,0,4,8
Seba J,0,0,4,13
Gjesdal K,0,0,4,11
Mendola G,0,0,4,11
Rutkevich A,0,0,4,8
Tufano G,0,0,4,15
Miolli G,0,0,4,4
Shi W,0,0,4,24
Binkelmann C,0,0,4,11
Arel J,0,0,4,26
Pichon,0,0,4,15
Znoj M,0,0,4,13
Petrickova T,0,0,4,13
Cholbi M,0,0,4,39
Clark W,0,0,4,33
Weiner S,0,0,4,34
Dokuchayev I,0,0,4,11
Hergouth M,0,0,4,8
Lauer C,0,0,4,32
Sticker M,0,0,4,30
Facanha L,0,0,4,5
Bogomilova N,0,0,4,6
Weale A,0,0,4,12
Bertino A,0,0,4,26
Cesaroni P,0,0,4,16
Timmermans B,0,0,4,19
Kortner U,0,0,4,19
Stuenkel K,0,0,4,3
Perin A,0,0,4,6
Forster W,0,0,4,11
Richli U,0,0,4,7
Robitaille M,0,0,4,18
Maletta S,0,0,4,11
Assalone E,0,0,4,17
Jensen K,0,0,4,15
Johnston S,0,0,4,15
Mills N,0,0,4,10
Soerensen J,0,0,4,6
Townsend D,0,0,4,6
Rothberg D,0,0,4,21
Svasyan K,0,0,4,12
Raba M,0,0,4,8
Donnikova I,0,0,4,8
Kellogg C,0,0,4,16
Barbakay A,0,0,4,39
Gedutis A,0,0,4,6
Conti R,0,0,4,12
Beaufort J,0,0,4,8
Blumenfeld J,0,0,4,8
Finn V,0,0,4,8
Landy D,0,0,4,17
Olbromski C,0,0,4,11
George T,0,0,4,10
Purtschert P,0,0,4,15
Andersen N,0,0,4,28
Hoff S,0,0,4,5
Rae G,0,0,4,15
Schubbach A,0,0,4,36
Cecchinato G,0,0,4,12
Brownlee T,0,0,4,38
Burke V,0,0,4,9
Lozano V,0,0,4,8
Atger P,0,0,4,2
Ferraguto F,0,0,4,14
Buchheim T,0,0,4,12
Rendon C,0,0,4,12
Gerard G,0,0,4,14
Lecrivain A,0,0,4,6
Marmasse G,0,0,4,6
Vioulac J,0,0,4,16
Abellon P,0,0,4,23
Bubbio P,0,0,4,14
Kobe Z,0,0,4,14
Midtgarden T,0,0,4,6
Dossantos V,0,0,4,11
Beyleveld D,0,0,4,8
Earle W,0,0,4,3
Barzilai D,0,0,4,14
Arnedo S,0,0,4,11
Gottschlich M,0,0,4,7
Belousov M,0,0,4,5
Gruner S,0,0,4,15
Konkoly D,0,0,4,9
Landa I,0,0,4,8
Rayman J,0,0,4,19
Harrell J,0,0,4,3
Smitheram V,0,0,4,8
Sernelj T,0,0,4,13
Stella A,0,0,4,11
Flavour F,0,0,4,13
Ruiz A,0,0,4,15
Prieto S,0,0,4,8
Herms E,0,0,4,10
Gava G,0,0,4,19
Park Y,0,0,4,9
Scholz S,0,0,4,9
Ocay J,0,0,4,8
Sampath R,0,0,4,3
Parusnikova Z,0,0,4,14
Presta F,0,0,4,8
Deandrade A,0,0,4,6
Valkanov D,0,0,4,11
Enchev K,0,0,4,6
Dambrosio P,0,0,4,11
Main E,0,0,4,5
Tomala O,0,0,4,7
Buckley M,0,0,4,6
Moody D,0,0,4,4
Steward J,0,0,4,8
Juste O,0,0,4,8
Grandjean A,0,0,4,3
Hunter C,0,0,4,3
Penolidis T,0,0,4,3
Juric H,0,0,4,5
Levi A,0,0,4,9
Miklowitz P,0,0,4,11
Clarke J,0,0,4,6
Morano D,0,0,4,7
Chepurin K,0,0,4,4
Hroch J,0,0,4,7
Bhargava R,0,0,4,7
Adelman H,0,0,4,6
Costa A,0,0,4,4
Dasilva M,0,0,4,7
Drilo K,0,0,4,1
Furlan S,0,0,4,3
Karasek J,0,0,4,4
Minkov I,0,0,4,1
Moraes A,0,0,4,5
Munz T,0,0,4,1
Penchev D,0,0,4,1
Pesek J,0,0,4,2
Pierini T,0,0,4,5
Pogosyan V,0,0,4,1
Sobotka W,0,0,4,5
Vanrodenallen R,0,0,4,1
Rush F,0,0,4,3
Tertulian N,0,0,4,2
Hohos L,0,0,4,6
Barisic P,0,0,4,3
Thalos M,0,0,4,6
Gingrande A,0,0,4,5
Lathangue R,0,0,4,1
Hornedo F,1,2,5,0
Altezalbela F,0,0,5,1
Husserl E,1197,3074,6,7
Zahavi D,290,430,6,218
Scheler M,172,258,6,0
Fink E,156,220,6,2
Bernet R,158,213,6,18
Brentano F,128,179,6,0
Steinbock A,103,160,6,76
Spiegelberg H,131,156,6,30
Sokolowski R,112,148,6,24
Drummond J,97,143,6,29
Moran D,106,124,6,271
Schuhmann K,85,123,6,117
Landgrebe L,87,122,6,9
Gurwitsch A,98,122,6,0
Stein E,90,121,6,0
Mohanty J,93,119,6,27
Crowell S,82,117,6,116
Depraz N,98,116,6,138
Carr D,90,113,6,9
Lohmar D,87,113,6,30
Kern I,88,108,6,5
Held K,84,100,6,24
Smith Dw,77,99,6,48
Biemel W,79,99,6,0
Ingarden R,65,98,6,0
Quine W,54,84,6,0
Tugendhat E,64,80,6,0
Benoist J,62,74,6,20
Cassirer E,60,74,6,0
Follesdal D,61,73,6,4
Frege G,63,73,6,0
Luft S,57,72,6,83
Smith B,56,69,6,50
Melle U,50,69,6,10
Cairns D,58,69,6,0
Leibniz G,55,67,6,0
Welton D,54,66,6,23
Brough J,44,63,6,12
Hart J,43,61,6,62
Mulligan K,51,60,6,14
San M,33,57,6,33
Stroker E,48,57,6,9
Reinach A,44,56,6,0
Embree L,42,55,6,48
Heinamaa S,38,48,6,140
Boehm R,43,48,6,9
Hintikka J,36,48,6,3
Dummett M,41,48,6,0
Strasser S,44,47,6,5
Stumpf C,32,47,6,0
Bruzina R,33,45,6,21
Holenstein E,38,45,6,0
Marbach E,37,44,6,41
Walton R,28,42,6,4
Mensch J,32,41,6,30
Alesbello A,30,39,6,12
Natorp P,32,39,6,0
Dewarren N,32,37,6,41
Lee N,28,36,6,20
Willard D,29,35,6,0
Sepp H,32,34,6,26
Rinofnerkreidl S,22,34,6,0
Goodman N,30,33,6,0
Iribarne J,19,33,6,0
Pfander A,26,33,6,0
Hopp W,22,32,6,19
Natanson M,25,32,6,9
Carnap R,29,32,6,0
Hartmann N,28,32,6,0
Overgaard S,26,31,6,62
Costa V,27,31,6,30
Meinong A,24,31,6,0
Becker O,23,30,6,0
Claesges U,27,30,6,0
Lipps T,26,30,6,0
Tymieniecka A,20,29,6,1
Wang H,16,29,6,11
Tieszen R,18,29,6,59
Weyl H,18,29,6,0
Geniusas S,18,28,6,67
Hopkins B,20,28,6,21
Edie J,25,28,6,23
Geiger M,19,28,6,30
Simons P,26,28,6,0
Begout B,23,27,6,12
Farber M,23,27,6,0
Godel K,18,27,6,0
Mcintyre R,27,27,6,0
Wundt W,23,27,6,0
Orth E,23,26,6,18
Bell D,24,26,6,0
Conradmartius H,19,26,6,0
Parsons C,16,26,6,0
Rodemeyer L,19,25,6,16
Seebohm T,20,25,6,18
Lavigne J,23,25,6,3
Philipse H,20,25,6,0
Rollinger R,18,25,6,0
Lotz C,22,24,6,50
Friedman M,23,24,6,4
Buytendijk F,17,24,6,0
Mach E,23,24,6,0
Serrano D,19,24,6,0
Nenon T,20,23,6,13
Bolzano B,21,23,6,0
Kersten F,21,23,6,0
Aguirre A,17,22,6,0
Frings M,19,22,6,0
Schlick M,19,22,6,0
Bachelard S,20,21,6,0
Brand G,19,21,6,0
Stroud B,19,21,6,0
Vonhildebrand D,11,21,6,0
Deboer T,20,20,6,6
Gasche R,17,20,6,2
Cohen H,17,20,6,0
Frank M,19,20,6,0
Kortooms T,17,20,6,0
Paci E,15,20,6,0
Rang B,20,20,6,0
Sowa R,17,20,6,0
Behnke E,18,19,6,62
Heffernan G,13,19,6,101
Staiti A,15,19,6,62
Hering J,18,19,6,1
Jakobson R,16,19,6,0
Soffer G,17,18,6,13
Evans J,11,18,6,3
Panzer U,18,18,6,0
Schapp W,16,18,6,0
Jacobs H,16,17,6,50
Haddock G,13,17,6,0
Piana G,15,16,6,26
Cerbone D,14,16,6,18
Wagner H,14,16,6,4
Churchill J,15,16,6,0
Einstein A,16,16,6,0
Glendinning S,9,16,6,0
Kolakowski L,16,16,6,0
Koyre A,15,16,6,0
Mancosu P,10,16,6,0
Mill J,15,16,6,0
Rochat P,12,16,6,0
Smith D,16,16,6,0
Van F,11,16,6,0
Yoshimi J,12,15,6,55
Gander H,12,15,6,12
Funke G,14,15,6,28
Ni L,11,15,6,16
Brainard M,12,15,6,1
Berger G,13,15,6,0
Cobbstevens R,15,15,6,0
Galileo G,11,15,6,0
Gaos J,15,15,6,0
Garciabaro M,14,15,6,0
Kusch M,15,15,6,0
Poincare H,13,15,6,0
Ierna C,10,14,6,23
Kelly M,14,14,6,37
Barber M,10,14,6,29
Wiesing L,12,14,6,8
Giorgi A,14,14,6,24
Cristin R,14,14,6,11
Pradelle D,13,14,6,25
Montavont A,14,14,6,0
Nagel E,14,14,6,0
Twardowski K,12,14,6,0
Beckmannzoller B,11,13,6,22
Dasilva J,10,13,6,25
Van A,9,13,6,51
Peucker H,12,13,6,26
Bonjour L,9,13,6,0
Brouwer L,7,13,6,0
Eley L,11,13,6,0
Feferman S,8,13,6,0
Henckmann W,10,13,6,0
Klein J,7,13,6,0
Lambert J,10,13,6,0
Newton I,9,13,6,0
Tarski A,11,13,6,0
Vongehr T,8,13,6,0
Donohoe J,10,12,6,17
Mertens K,10,12,6,25
Zirion Aq,11,12,6,27
Breeur R,12,12,6,16
Taipale J,11,12,6,16
Smith Q,10,12,6,2
Kolnai A,6,12,6,0
Lotze R,9,12,6,0
Maddy P,9,12,6,0
Prufer T,6,12,6,0
Schilpp P,11,12,6,0
Windelband W,11,12,6,0
Sakakibara T,10,11,6,45
Chrudzimski A,10,11,6,9
Ferrer U,7,11,6,16
Quijano A,9,11,6,25
Crespo M,10,11,6,48
Fisette D,10,11,6,16
Janssen P,10,11,6,1
Borges J,10,11,6,0
Brown J,10,11,6,0
Centrone S,9,11,6,0
Conrad T,10,11,6,0
De Preester H,10,11,6,0
Dewaelhens A,10,11,6,0
Elster J,8,11,6,0
Fellmann F,9,11,6,0
Fine K,10,11,6,0
Fleischer M,11,11,6,0
Gibson W,9,11,6,0
Mckenna W,11,11,6,0
Taguchi S,9,11,6,0
Thom R,9,11,6,0
Vanbreda H,11,11,6,0
Depalma V,8,10,6,57
Soldati G,9,10,6,48
Jonkus D,8,10,6,61
Deharo A,10,10,6,21
Zhok A,9,10,6,22
Martin J,9,10,6,10
Beyer C,8,10,6,19
Pietersma H,9,10,6,8
Benacerraf P,6,10,6,0
Berthoz A,8,10,6,0
Biceaga B,9,10,6,0
Cantor G,7,10,6,0
Conee E,5,10,6,0
Frank S,7,10,6,0
Grunbaum A,10,10,6,0
Hardy L,8,10,6,0
Herbart J,9,10,6,0
Hildebrand D,7,10,6,0
Klein T,7,10,6,0
Koselleck R,9,10,6,0
Kraus O,9,10,6,0
Laycock S,8,10,6,0
Lotze H,9,10,6,0
Mahnke D,7,10,6,0
Morans D,9,10,6,0
Peckhaus V,8,10,6,0
Saraiva M,9,10,6,0
Volonte P,8,10,6,0
Watson J,10,10,6,0
Wolff C,9,10,6,0
Ciocan C,9,9,6,36
Bower M,7,9,6,116
Martin W,8,9,6,23
Majolino C,6,9,6,18
Wiltsche H,7,9,6,97
Smid R,8,9,6,15
Hartimo M,8,9,6,68
Cho K,9,9,6,4
Avelallemant E,8,9,6,0
Banfi A,9,9,6,0
Cavailles J,8,9,6,0
Comte A,7,9,6,0
Heisenberg W,9,9,6,0
Keller P,9,9,6,0
Kuhn H,8,9,6,0
Kunne W,9,9,6,0
Lembeck K,9,9,6,0
Marrati P,6,9,6,0
May T,8,9,6,0
Perreau L,7,9,6,0
Ryckman T,8,9,6,0
Schumann K,9,9,6,0
Sezemanas V,1,9,6,0
Szilasi W,9,9,6,0
Tragesser R,5,9,6,0
Vanfraassen B,7,9,6,0
Walther G,8,9,6,0
Wojtyla K,9,9,6,0
Larrabee M,8,8,6,14
Alweiss L,7,8,6,14
Yamaguchi I,7,8,6,11
Seron D,7,8,6,21
Deroo N,8,8,6,2
Dupre L,8,8,6,5
Motroshilova N,7,8,6,7
Dimartino C,8,8,6,6
Buckley R,5,8,6,0
Drue H,7,8,6,0
Dubois J,7,8,6,0
Gracia J,7,8,6,0
Hofmann H,7,8,6,0
Kaufmann F,8,8,6,0
Kracauer S,8,8,6,0
Marty A,5,8,6,0
Morrison J,8,8,6,0
Schwarz B,3,8,6,0
Villelapetit M,7,8,6,0
Villoro L,6,8,6,0
Von R,8,8,6,0
Ferenczflatz C,7,7,6,69
Harvey C,5,7,6,19
Miettinen T,7,7,6,42
Alves P,6,7,6,31
Trizio E,6,7,6,28
Boi L,6,7,6,66
Doyon M,5,7,6,28
Serban C,5,7,6,27
Bayerova M,6,7,6,11
Spinicci P,7,7,6,7
Blosser P,7,7,6,22
Lanfredini R,7,7,6,4
Asemissen H,7,7,6,0
Bancalari S,6,7,6,0
Baring E,6,7,6,0
Bennett M,5,7,6,0
Blaustein L,3,7,6,0
Bogost I,6,7,6,0
Buckley P,6,7,6,0
Bunge M,7,7,6,0
Cicero,7,7,6,0
Coreth E,7,7,6,0
Didihuberman G,5,7,6,0
English J,7,7,6,0
Fischer K,6,7,6,0
Grahek N,6,7,6,0
Hawking S,6,7,6,0
Kelly E,5,7,6,0
Lubbe H,7,7,6,0
Mcalister L,7,7,6,0
Metzger A,7,7,6,0
Muller M,6,7,6,0
Paetzold H,6,7,6,0
Pivcevic E,7,7,6,0
Przywara E,6,7,6,0
Riemann B,7,7,6,0
Rovatti P,6,7,6,0
Scheler V,7,7,6,0
Strohmeyer I,6,7,6,0
Thao T,6,7,6,0
Hartmann K,6,6,6,8
Mockel C,6,6,6,11
Mall R,5,6,6,36
Rabanaque L,5,6,6,9
Macdonald P,5,6,6,12
Seifert J,5,6,6,64
Demonticelli R,6,6,6,37
Shim M,5,6,6,30
Osswald A,4,6,6,9
Wehrle M,6,6,6,17
Heim M,5,6,6,28
Aldea A,5,6,6,42
Brudzinska J,5,6,6,20
Loidolt S,6,6,6,13
Jardine J,5,6,6,20
Spader P,6,6,6,13
Hoffmann G,6,6,6,6
Schmitt R,6,6,6,1
Avramides A,5,6,6,0
Bayer T,4,6,6,0
Caston V,6,6,6,0
Church J,4,6,6,0
Daubert J,5,6,6,0
Ebbinghaus H,6,6,6,0
Fechner G,6,6,6,0
French S,5,6,6,0
Fuchs W,6,6,6,0
Karul R,4,6,6,0
Kihlstrom J,3,6,6,0
Kulpe O,6,6,6,0
Melandri E,5,6,6,0
Minkowski H,6,6,6,0
Munch D,6,6,6,0
Murakami Y,5,6,6,0
Ochwadt C,6,6,6,0
Poli R,5,6,6,0
Potter K,5,6,6,0
Reale G,6,6,6,0
Rosenberg J,5,6,6,0
Roth A,6,6,6,0
Sawicki M,6,6,6,0
Schuhmann E,6,6,6,0
Shapiro S,4,6,6,0
Smith F,6,6,6,0
Spahn C,5,6,6,0
Stern W,5,6,6,0
Tait W,3,6,6,0
Tatarkiewicz W,5,6,6,0
Turner J,4,6,6,0
Vandalen D,6,6,6,0
Vargas B,6,6,6,0
Voigtlander E,5,6,6,0
Von E,5,6,6,0
Vandepitte M,5,5,6,32
Dwyer D,5,5,6,82
Vendrellferran I,4,5,6,70
Nemeth T,4,5,6,46
Besoli S,4,5,6,68
Desantis D,4,5,6,62
Savin A,4,5,6,32
Huemer W,4,5,6,17
Brisart R,4,5,6,11
Jordan M,4,5,6,17
Kaufer S,5,5,6,13
Meacham D,5,5,6,12
Ruin H,5,5,6,10
Hall H,5,5,6,3
Hutcheson P,5,5,6,13
Scanlon J,5,5,6,3
Von K,5,5,6,13
Andersen P,4,5,6,0
Avenarius R,5,5,6,0
Balaguer M,4,5,6,0
Borisov E,4,5,6,0
Boycegibson W,5,5,6,0
Celms T,5,5,6,0
Cramer W,4,5,6,0
Crosby J,5,5,6,0
Dennet D,4,5,6,0
Diaconu M,4,5,6,0
Diemer A,5,5,6,0
Elliott B,4,5,6,0
Erdmann B,4,5,6,0
Ewald W,2,5,6,0
Fernandez B,5,5,6,0
Fitting M,3,5,6,0
Gallup G,4,5,6,0
Goto H,5,5,6,0
Haney K,4,5,6,0
Heyting A,4,5,6,0
Hofler A,5,5,6,0
Kane R,4,5,6,0
Krois J,4,5,6,0
Linke P,4,5,6,0
Lossky N,2,5,6,0
Majer U,5,5,6,0
Mann T,4,5,6,0
Martin D,3,5,6,0
Miller P,3,5,6,0
Mittelstrass J,5,5,6,0
Nelson L,4,5,6,0
Nijhoff M,5,5,6,0
Peeters B,4,5,6,0
Riehl A,5,5,6,0
Rizzoli L,5,5,6,0
Rompp G,5,5,6,0
Schmidt R,5,5,6,0
Spaemann R,5,5,6,0
Stegmuller W,5,5,6,0
Troelstra A,3,5,6,0
Von T,4,5,6,0
Vopenka P,5,5,6,0
Woodin H,2,5,6,0
Woelert P,3,4,6,85
Ghigi N,4,4,6,29
Mahfoud M,4,4,6,18
Mccarthy J,4,4,6,22
Cimino A,4,4,6,10
Varga P,4,4,6,61
Lobo C,4,4,6,49
Brown M,4,4,6,36
Cassounogues P,3,4,6,13
Miskiewicz W,4,4,6,22
Feist R,4,4,6,25
Vydrova J,2,4,6,37
Frechette G,3,4,6,45
Erhard C,1,4,6,44
Hauser K,3,4,6,48
Kates J,3,4,6,23
Renaudie P,4,4,6,22
Quepons I,3,4,6,29
Zhang W,4,4,6,37
Giubilato G,3,4,6,6
Hickerson R,4,4,6,11
Hadreas P,4,4,6,8
Hengstenberg H,3,4,6,7
Wolenski J,4,4,6,2
Adams R,4,4,6,0
Alanen L,4,4,6,0
Ash M,4,4,6,0
Assoun P,3,4,6,0
Bagnoli C,4,4,6,0
Barhillel Y,4,4,6,0
Barwise J,4,4,6,0
Baumgartner W,4,4,6,0
Blum H,3,4,6,0
Boelen B,4,4,6,0
Burkhardt A,4,4,6,0
Buttiglione R,3,4,6,0
Can D,4,4,6,0
Chakravartty A,3,4,6,0
Clifford W,4,4,6,0
Corballis M,4,4,6,0
Cornelius H,4,4,6,0
Costello P,4,4,6,0
Csibra G,4,4,6,0
Cunningham S,4,4,6,0
Dauben J,4,4,6,0
Dealmeida G,4,4,6,0
Degandt F,4,4,6,0
Delbos V,4,4,6,0
Dewalque A,3,4,6,0
Ehrenfels C,4,4,6,0
Eigler G,4,4,6,0
Farias V,3,4,6,0
Ferran I,4,4,6,0
Fink,4,4,6,0
Fleck L,4,4,6,0
Formaggio D,4,4,6,0
Fragata J,2,4,6,0
Haaparanta L,4,4,6,0
Hartmann E,4,4,6,0
Hartung G,4,4,6,0
Heath T,4,4,6,0
Hertz H,4,4,6,0
Hogrebe W,3,4,6,0
Hyder D,4,4,6,0
Johansson I,4,4,6,0
Kanamori A,3,4,6,0
Kaufmann Fe,4,4,6,0
Kidd C,4,4,6,0
Klawonn E,3,4,6,0
Kline M,4,4,6,0
Kohler E,4,4,6,0
Kojima H,4,4,6,0
Kunen K,3,4,6,0
Lachterman D,4,4,6,0
Langsdorf L,4,4,6,0
Lazzari R,4,4,6,0
Leclercq B,4,4,6,0
Lessing G,4,4,6,0
Levinson S,4,4,6,0
Liangkang N,3,4,6,0
Liddell H,4,4,6,0
Longo G,4,4,6,0
Lorenzen P,3,4,6,0
Lowit A,4,4,6,0
Luther A,2,4,6,0
Martin G,4,4,6,0
Meier G,3,4,6,0
Memmi A,3,4,6,0
Millanpuelles A,3,4,6,0
Montaigne M,4,4,6,0
Mormann T,4,4,6,0
Mouillie J,4,4,6,0
Muralt A,3,4,6,0
Nicol E,3,4,6,0
Noack H,4,4,6,0
Orringer N,3,4,6,0
Osborn A,4,4,6,0
Palagyi M,4,4,6,0
Patzig G,4,4,6,0
Pust J,4,4,6,0
Richardson A,4,4,6,0
Rizopatron D,4,4,6,0
Rodriguez H,3,4,6,0
Rubin E,4,4,6,0
Sanchezmigallon S,2,4,6,0
Sandmeyer B,3,4,6,0
Schapiro M,4,4,6,0
Schrodinger E,4,4,6,0
Schwemmer O,4,4,6,0
Scott D,4,4,6,0
Sellars R,3,4,6,0
Shklovsky V,3,4,6,0
Stadler F,3,4,6,0
Stern L,4,4,6,0
Strauss L,4,4,6,0
Tischner J,2,4,6,0
Ubiali M,4,4,6,0
Van E,4,4,6,0
Vancleve J,3,4,6,0
Vernant J,4,4,6,0
Volkelt J,4,4,6,0
Vonhermann F,4,4,6,0
Walsh R,4,4,6,0
Witasek S,3,4,6,0
Woodin W,2,4,6,0
Wright G,4,4,6,0
Yannaras C,1,4,6,0
Zenkovsky V,4,4,6,0
Zimmermann R,4,4,6,0
Theodorou P,3,3,6,54
Leask I,2,3,6,35
Himanka J,3,3,6,32
Marcelle D,3,3,6,13
Fabbianelli F,3,3,6,12
Ricci G,2,3,6,28
Popa D,3,3,6,16
Gerard V,2,3,6,13
Altobrando A,3,3,6,22
Kretschel V,3,3,6,19
Shum P,2,3,6,7
Rosinska Z,2,3,6,5
Holmes R,3,3,6,12
Devecchi F,2,3,6,13
Lories D,3,3,6,12
Murphy R,3,3,6,11
Pugliese A,3,3,6,25
Kung G,3,3,6,21
Knies K,3,3,6,17
Wunsch M,3,3,6,10
Gupta B,3,3,6,4
Mays W,3,3,6,8
Wulf C,2,3,6,5
Anselm,3,3,6,0
Antonelli M,3,3,6,0
Arvidson S,2,3,6,0
Bauch B,3,3,6,0
Beben D,1,3,6,0
Beck M,2,3,6,0
Belousek D,3,3,6,0
Belov V,1,3,6,0
Belussi F,3,3,6,0
Berger E,2,3,6,0
Bergmann G,3,3,6,0
Bergmann W,3,3,6,0
Bernal R,3,3,6,0
Bernays P,3,3,6,0
Boccaccini F,3,3,6,0
Bonaventure,3,3,6,0
Bossert P,3,3,6,0
Bostar L,2,3,6,0
Botzbornstein T,1,3,6,0
Braun H,3,3,6,0
Brelage M,1,3,6,0
Caeymaex F,2,3,6,0
Capuzzi F,3,3,6,0
Carr L,3,3,6,0
Chandler A,2,3,6,0
Cohen I,2,3,6,0
Costa F,3,3,6,0
Czezowski T,1,3,6,0
Dangelo D,2,3,6,0
Daniel M,3,3,6,0
Dedekind R,3,3,6,0
Denninger E,3,3,6,0
Descola P,3,3,6,0
Dessoir M,3,3,6,0
Detlefsen M,3,3,6,0
Dewitte J,2,3,6,0
Diazalvarez J,2,3,6,0
Domingo W,3,3,6,0
Drake S,2,3,6,0
Driesch H,3,3,6,0
Dubosson S,3,3,6,0
Dunlop F,3,3,6,0
Dupuy M,3,3,6,0
Elie H,3,3,6,0
Elkaim M,1,3,6,0
Falkenstein L,3,3,6,0
Fancher R,3,3,6,0
Farges J,3,3,6,0
Ferrari M,3,3,6,0
Ferrieres G,3,3,6,0
Finetti S,3,3,6,0
Flasch K,3,3,6,0
Francastel P,1,3,6,0
Fries H,3,3,6,0
Gabbey A,2,3,6,0
Gierulanka D,2,3,6,0
Goldstein J,2,3,6,0
Goody J,2,3,6,0
Grattanguinness I,3,3,6,0
Greco J,3,3,6,0
Green O,1,3,6,0
Grivois H,2,3,6,0
Grossmann R,2,3,6,0
Gubser M,2,3,6,0
Gyemant M,3,3,6,0
Halberstam J,2,3,6,0
Hardy G,3,3,6,0
Heinemann F,3,3,6,0
Helman A,2,3,6,0
Herbstrith W,3,3,6,0
Hernandez M,1,3,6,0
Hill L,2,3,6,0
Hohl H,3,3,6,0
Hook S,2,3,6,0
Horak P,3,3,6,0
Horowitz T,3,3,6,0
Jakovenko B,3,3,6,0
Jeanrond W,1,3,6,0
Johannes R,2,3,6,0
Johnstone A,3,3,6,0
Jordan R,2,3,6,0
Kamlah W,3,3,6,0
Karlsson G,3,3,6,0
Kirk G,3,3,6,0
Kleene S,3,3,6,0
Klein F,2,3,6,0
Klevjer R,2,3,6,0
Kraft J,3,3,6,0
Kramer S,1,3,6,0
Kristensen W,3,3,6,0
Kronecker L,3,3,6,0
Kronski T,1,3,6,0
Lange F,3,3,6,0
Leonardy H,3,3,6,0
Linschoten H,3,3,6,0
Lloyd C,3,3,6,0
Lohmann H,3,3,6,0
London F,3,3,6,0
Lorda A,2,3,6,0
Lozinski J,2,3,6,0
Lozuraitis A,1,3,6,0
Lukasiewicz J,2,3,6,0
Marcucci S,3,3,6,0
Marratiguenoun P,3,3,6,0
Massimi M,2,3,6,0
Max S,3,3,6,0
Mayer V,3,3,6,0
Mehl R,3,3,6,0
Meist K,3,3,6,0
Menninghaus W,3,3,6,0
Merz P,3,3,6,0
Metraux A,3,3,6,0
Meyer S,2,3,6,0
Michalski K,2,3,6,0
Mitscherling J,3,3,6,0
Moinat F,3,3,6,0
Montague R,3,3,6,0
Morscher E,3,3,6,0
Murray C,3,3,6,0
Netz R,2,3,6,0
Nitsshe F,3,3,6,0
Nuki S,2,3,6,0
Ollig H,3,3,6,0
Ortiz H,3,3,6,0
Ortony A,2,3,6,0
Oshea J,3,3,6,0
Peden K,3,3,6,0
Peregrin J,2,3,6,0
Pintos M,3,3,6,0
Poltawski A,3,3,6,0
Pongratz L,3,3,6,0
Ramirez I,2,3,6,0
Renaut A,3,3,6,0
Rizopatron R,3,3,6,0
Rohs P,2,3,6,0
Sangki K,2,3,6,0
Sankey H,2,3,6,0
Sanmartin J,3,3,6,0
Savage D,3,3,6,0
Schloberger M,3,3,6,0
Schmit R,3,3,6,0
Scholz H,3,3,6,0
Schulz P,2,3,6,0
Sebold R,2,3,6,0
Secretan P,3,3,6,0
Sezeman V,1,3,6,0
Sher G,3,3,6,0
Shpigelberg G,3,3,6,0
Smith W,3,3,6,0
St A,3,3,6,0
Steiner M,3,3,6,0
Stevens R,3,3,6,0
Strokerova E,3,3,6,0
Styczen T,3,3,6,0
Sukale M,3,3,6,0
Takhogodi A,2,3,6,0
Torretti R,3,3,6,0
Turnbull K,3,3,6,0
Unamuno M,3,3,6,0
Valdes E,2,3,6,0
Vandevelde P,3,3,6,0
Vargas G,2,3,6,0
Vinciguerra L,2,3,6,0
Vitale F,3,3,6,0
Wagner M,3,3,6,0
Wallner I,2,3,6,0
Welter R,3,3,6,0
Westfall R,1,3,6,0
White A,2,3,6,0
Witkiewicz S,1,3,6,0
Yang C,3,3,6,0
Zecchi S,3,3,6,0
Zeltner H,3,3,6,0
Zermelo E,3,3,6,0
Angus I,2,2,6,51
Zuidervaart L,2,2,6,32
Perkins P,2,2,6,32
Dupuis M,2,2,6,10
Tourinho C,2,2,6,15
Cobos J,2,2,6,32
Vacek E,2,2,6,6
Breuer I,1,2,6,13
Briedis M,2,2,6,66
Saito Y,2,2,6,9
Chernavin G,2,2,6,41
Carus A,2,2,6,25
Gniazdowski A,2,2,6,9
Mcdaniel K,2,2,6,51
Poggi S,2,2,6,6
Jaran F,2,2,6,15
Byrne T,2,2,6,25
Banham G,2,2,6,7
Spaak C,2,2,6,14
Averchi M,2,2,6,31
Ikeda Y,2,2,6,12
Niel L,2,2,6,20
Stapleton T,2,2,6,6
Godde G,2,2,6,33
Louzil J,2,2,6,7
Lerner R,2,2,6,7
Flynn M,2,2,6,10
Kaehler K,2,2,6,11
Molotokiene E,1,2,6,21
Uemura G,2,2,6,18
Casari E,2,2,6,6
